성별,연령대,몸무게,운동경력,운동목적,운동종목,추천무게(kg),추천횟수,추천세트수,쉬는시간(초)
여성,60대 이상,59.5,중급자,스트렝스,레그 익스텐션 머신,40.0,4,4,120
여성,50대,45.9,초보자,재활/건강,체스트 프레스 머신,5.0,20,2,99
여성,20대,50.2,상급자,다이어트,펙덱 플라이 머신,32.5,15,3,50
여성,50대,45.8,중급자,다이어트,워킹 런지,12.5,16,3,52
여성,30대,57.0,중급자,근비대,워킹 런지,20.0,8,4,90
여성,60대 이상,54.9,중급자,다이어트,바벨 로우,15.0,18,3,42
여성,60대 이상,60.0,초보자,스트렝스,바벨 로우,12.5,3,4,175
남성,60대 이상,84.2,중급자,근비대,펙덱 플라이 머신,77.5,11,4,67
남성,20대,77.8,상급자,근비대,사이드 레터럴 레이즈,70.0,12,4,60
남성,60대 이상,68.8,중급자,다이어트,체스트 프레스 머신,45.0,17,3,32
여성,60대 이상,47.0,중급자,재활/건강,펙덱 플라이 머신,12.5,18,2,109
남성,20대,71.1,초보자,근비대,페이스 풀,20.0,8,4,65
여성,50대,54.5,중급자,다이어트,레그 컬 머신,22.5,19,3,59
남성,50대,69.6,초보자,근비대,펙덱 플라이 머신,30.0,8,3,85
남성,10대,89.6,상급자,재활/건강,바벨 스쿼트,42.5,15,3,99
남성,20대,66.2,중급자,재활/건강,벤치프레스,17.5,15,3,112
여성,20대,53.9,중급자,다이어트,레그 익스텐션 머신,22.5,17,3,49
남성,40대,76.1,상급자,근비대,바벨 스쿼트,72.5,8,3,65
남성,50대,71.8,중급자,재활/건강,바벨 로우,22.5,18,2,90
여성,60대 이상,51.6,중급자,다이어트,바벨 로우,12.5,15,3,53
남성,50대,77.5,상급자,근비대,랫 풀다운 머신,105.0,8,4,74
여성,60대 이상,45.6,초보자,스트렝스,레그 익스텐션 머신,15.0,3,4,120
여성,50대,67.9,초보자,다이어트,레그 컬 머신,15.0,16,3,40
여성,60대 이상,53.4,중급자,스트렝스,페이스 풀,22.5,3,4,172
여성,20대,48.2,중급자,다이어트,레그 컬 머신,20.0,18,3,35
여성,50대,51.9,중급자,다이어트,시티드 로우 머신,22.5,18,3,48
여성,20대,43.9,상급자,다이어트,랫 풀다운 머신,27.5,18,3,55
여성,20대,63.4,초보자,스트렝스,어시스트 풀업 머신,22.5,5,4,161
남성,60대 이상,56.7,상급자,근비대,어시스트 풀업 머신,77.5,8,4,60
남성,10대,79.9,상급자,다이어트,바벨 스쿼트,55.0,20,3,38
여성,50대,61.2,초보자,재활/건강,벤치프레스,5.0,16,2,106
여성,40대,58.5,초보자,근비대,인클라인 덤벨 프레스,10.0,10,4,64
여성,40대,61.1,상급자,재활/건강,페이스 풀,20.0,15,3,101
남성,30대,78.7,상급자,근비대,체스트 프레스 머신,102.5,12,4,80
남성,20대,75.9,초보자,재활/건강,오버헤드 프레스,12.5,15,3,113
남성,30대,76.7,중급자,근비대,벤치프레스,45.0,8,3,86
여성,60대 이상,44.2,중급자,근비대,바벨 로우,17.5,12,4,80
남성,10대,95.2,상급자,스트렝스,벤치프레스,102.5,5,4,141
남성,50대,54.9,초보자,다이어트,오버헤드 프레스,10.0,15,3,30
남성,10대,70.7,중급자,다이어트,레그 익스텐션 머신,47.5,20,3,42
여성,30대,61.1,초보자,다이어트,바벨 스쿼트,7.5,19,3,51
여성,60대 이상,63.5,상급자,재활/건강,랫 풀다운 머신,30.0,16,2,100
여성,40대,64.0,초보자,스트렝스,체스트 프레스 머신,20.0,5,4,153
여성,50대,51.6,상급자,스트렝스,레그 익스텐션 머신,52.5,5,4,123
여성,10대,59.2,초보자,근비대,오버헤드 프레스,12.5,9,4,81
남성,50대,73.0,상급자,재활/건강,사이드 레터럴 레이즈,30.0,20,3,104
남성,40대,67.3,상급자,다이어트,시티드 로우 머신,65.0,18,3,54
남성,10대,76.5,상급자,근비대,워킹 런지,72.5,8,4,72
남성,30대,65.4,상급자,다이어트,루마니안 데드리프트,42.5,18,3,37
여성,30대,64.2,상급자,다이어트,랫 풀다운 머신,37.5,15,3,57
남성,50대,64.9,중급자,스트렝스,사이드 레터럴 레이즈,47.5,5,5,150
여성,60대 이상,70.3,중급자,다이어트,랫 풀다운 머신,32.5,20,3,52
여성,60대 이상,52.0,상급자,스트렝스,체스트 프레스 머신,57.5,3,4,166
남성,30대,75.1,중급자,근비대,레그 컬 머신,62.5,10,3,70
여성,10대,50.4,상급자,다이어트,시티드 로우 머신,32.5,19,3,32
남성,60대 이상,75.4,초보자,재활/건강,워킹 런지,10.0,18,3,101
남성,20대,69.8,초보자,재활/건강,페이스 풀,7.5,15,3,96
여성,20대,50.8,중급자,근비대,루마니안 데드리프트,20.0,8,3,60
여성,60대 이상,68.7,초보자,스트렝스,사이드 레터럴 레이즈,15.0,3,4,120
남성,10대,76.1,중급자,스트렝스,사이드 레터럴 레이즈,57.5,5,4,170
남성,30대,65.4,상급자,스트렝스,시티드 로우 머신,107.5,4,5,144
여성,40대,56.4,초보자,스트렝스,랫 풀다운 머신,20.0,3,4,178
여성,40대,63.9,중급자,다이어트,레그 프레스 머신,27.5,15,3,58
여성,10대,65.4,초보자,스트렝스,어시스트 풀업 머신,22.5,3,4,174
남성,50대,65.0,초보자,근비대,시티드 로우 머신,30.0,11,4,84
남성,20대,73.8,중급자,재활/건강,사이드 레터럴 레이즈,22.5,19,2,109
남성,40대,77.1,중급자,재활/건강,바벨 스쿼트,20.0,20,2,117
남성,20대,82.0,중급자,스트렝스,사이드 레터럴 레이즈,57.5,3,5,137
남성,40대,69.2,초보자,재활/건강,인클라인 덤벨 프레스,10.0,19,2,100
남성,30대,71.9,상급자,다이어트,랫 풀다운 머신,75.0,15,3,53
여성,60대 이상,55.8,중급자,스트렝스,펙덱 플라이 머신,37.5,4,4,135
남성,40대,72.0,상급자,근비대,바벨 로우,65.0,9,3,88
남성,60대 이상,67.8,상급자,근비대,바벨 로우,60.0,11,4,77
여성,20대,65.6,초보자,재활/건강,사이드 레터럴 레이즈,5.0,15,3,105
여성,60대 이상,62.3,중급자,근비대,사이드 레터럴 레이즈,22.5,12,4,79
여성,10대,43.4,초보자,스트렝스,인클라인 덤벨 프레스,10.0,5,5,142
여성,50대,67.8,상급자,스트렝스,오버헤드 프레스,50.0,4,4,171
여성,20대,66.1,상급자,재활/건강,체스트 프레스 머신,30.0,17,3,109
여성,60대 이상,50.8,중급자,스트렝스,랫 풀다운 머신,32.5,3,4,144
여성,40대,53.0,상급자,근비대,랫 풀다운 머신,50.0,9,3,77
여성,60대 이상,64.2,초보자,스트렝스,펙덱 플라이 머신,22.5,5,5,179
여성,50대,53.6,상급자,다이어트,루마니안 데드리프트,22.5,17,3,44
여성,20대,57.8,중급자,스트렝스,어시스트 풀업 머신,40.0,5,5,164
남성,10대,78.3,상급자,재활/건강,바벨 로우,37.5,17,3,95
남성,20대,79.6,중급자,근비대,오버헤드 프레스,47.5,9,4,65
여성,10대,57.4,중급자,근비대,숄더 프레스 머신,30.0,11,4,86
남성,30대,57.4,상급자,재활/건강,숄더 프레스 머신,40.0,18,3,111
남성,60대 이상,73.1,초보자,다이어트,벤치프레스,17.5,16,3,59
남성,20대,86.0,초보자,스트렝스,레그 프레스 머신,45.0,3,5,156
여성,60대 이상,69.4,상급자,재활/건강,레그 익스텐션 머신,32.5,20,2,99
남성,30대,51.2,초보자,스트렝스,레그 프레스 머신,27.5,5,5,124
여성,60대 이상,51.4,중급자,근비대,랫 풀다운 머신,27.5,11,4,63
여성,40대,52.6,중급자,근비대,숄더 프레스 머신,30.0,11,4,73
남성,20대,75.0,초보자,재활/건강,바벨 스쿼트,12.5,17,2,106
여성,50대,45.5,상급자,근비대,벤치프레스,25.0,11,3,63
여성,10대,52.0,초보자,근비대,레그 익스텐션 머신,15.0,9,4,70
여성,30대,66.9,상급자,스트렝스,숄더 프레스 머신,70.0,3,5,123
여성,30대,54.5,중급자,다이어트,워킹 런지,17.5,20,3,41
남성,10대,72.4,중급자,다이어트,사이드 레터럴 레이즈,32.5,17,3,60
남성,30대,60.2,초보자,근비대,바벨 로우,17.5,9,3,78
여성,30대,50.2,초보자,스트렝스,어시스트 풀업 머신,17.5,5,5,179
남성,60대 이상,84.6,중급자,재활/건강,숄더 프레스 머신,32.5,16,3,110
여성,60대 이상,48.3,초보자,근비대,바벨 로우,10.0,8,4,67
남성,10대,69.9,중급자,재활/건강,바벨 스쿼트,20.0,16,3,101
남성,50대,80.5,중급자,스트렝스,사이드 레터럴 레이즈,60.0,5,4,170
여성,20대,40.7,상급자,재활/건강,페이스 풀,12.5,18,2,116
남성,30대,62.8,중급자,스트렝스,워킹 런지,45.0,3,4,165
남성,50대,68.2,상급자,재활/건강,랫 풀다운 머신,45.0,16,3,116
여성,50대,51.5,상급자,재활/건강,인클라인 덤벨 프레스,12.5,18,3,117
남성,50대,70.5,초보자,스트렝스,어시스트 풀업 머신,40.0,3,5,176
여성,10대,48.3,상급자,스트렝스,인클라인 덤벨 프레스,35.0,4,5,176
여성,10대,39.1,초보자,스트렝스,어시스트 풀업 머신,12.5,5,5,137
남성,10대,64.7,상급자,근비대,랫 풀다운 머신,87.5,12,4,71
여성,10대,47.2,상급자,다이어트,레그 컬 머신,32.5,15,3,42
여성,50대,65.3,초보자,다이어트,바벨 로우,10.0,16,3,34
여성,50대,60.9,초보자,근비대,체스트 프레스 머신,17.5,12,3,66
남성,10대,89.1,중급자,다이어트,인클라인 덤벨 프레스,37.5,19,3,57
남성,60대 이상,67.6,초보자,재활/건강,인클라인 덤벨 프레스,10.0,16,2,98
여성,10대,55.7,상급자,근비대,레그 프레스 머신,52.5,12,3,66
남성,20대,79.1,상급자,다이어트,오버헤드 프레스,55.0,18,3,55
남성,50대,83.9,중급자,다이어트,레그 프레스 머신,55.0,15,3,51
여성,50대,56.5,중급자,스트렝스,오버헤드 프레스,25.0,3,4,143
남성,40대,62.2,중급자,다이어트,레그 익스텐션 머신,40.0,15,3,59
여성,30대,57.5,중급자,다이어트,레그 컬 머신,22.5,19,3,60
여성,20대,55.7,초보자,다이어트,오버헤드 프레스,7.5,17,3,46
여성,10대,50.5,초보자,재활/건강,시티드 로우 머신,5.0,15,3,102
남성,10대,66.1,중급자,재활/건강,레그 익스텐션 머신,27.5,16,3,97
여성,20대,42.9,초보자,재활/건강,바벨 로우,2.5,20,2,117
여성,30대,58.7,중급자,재활/건강,레그 익스텐션 머신,15.0,20,3,91
남성,40대,65.8,초보자,근비대,레그 익스텐션 머신,30.0,12,3,88
여성,60대 이상,54.4,중급자,재활/건강,페이스 풀,10.0,17,2,99
여성,10대,58.4,초보자,재활/건강,레그 익스텐션 머신,7.5,19,3,119
남성,60대 이상,87.6,상급자,스트렝스,체스트 프레스 머신,145.0,3,4,154
여성,60대 이상,71.2,중급자,스트렝스,바벨 로우,30.0,3,4,121
여성,20대,63.3,상급자,다이어트,벤치프레스,27.5,16,3,54
남성,60대 이상,70.7,상급자,스트렝스,바벨 스쿼트,77.5,5,5,166
남성,30대,63.0,상급자,근비대,사이드 레터럴 레이즈,60.0,12,4,82
남성,50대,90.1,초보자,재활/건강,레그 프레스 머신,20.0,17,3,118
남성,60대 이상,78.0,상급자,다이어트,레그 익스텐션 머신,80.0,15,3,43
남성,20대,62.1,중급자,스트렝스,펙덱 플라이 머신,67.5,3,5,142
여성,60대 이상,61.4,초보자,재활/건강,페이스 풀,5.0,15,3,90
남성,60대 이상,84.8,초보자,스트렝스,레그 프레스 머신,47.5,5,4,180
여성,20대,44.9,중급자,다이어트,페이스 풀,12.5,18,3,36
남성,20대,74.3,상급자,다이어트,랫 풀다운 머신,75.0,19,3,43
여성,60대 이상,46.4,초보자,재활/건강,오버헤드 프레스,2.5,17,2,111
여성,30대,52.4,중급자,스트렝스,어시스트 풀업 머신,35.0,4,4,154
여성,20대,55.6,중급자,스트렝스,사이드 레터럴 레이즈,25.0,3,5,146
남성,30대,71.5,초보자,스트렝스,사이드 레터럴 레이즈,25.0,5,5,132
남성,30대,62.9,상급자,재활/건강,루마니안 데드리프트,25.0,19,2,91
남성,50대,88.6,초보자,근비대,페이스 풀,27.5,12,3,75
여성,60대 이상,66.2,상급자,근비대,워킹 런지,40.0,11,3,60
남성,60대 이상,58.5,초보자,재활/건강,인클라인 덤벨 프레스,10.0,19,3,92
여성,10대,53.4,초보자,재활/건강,워킹 런지,5.0,18,2,98
남성,10대,82.4,중급자,재활/건강,루마니안 데드리프트,22.5,18,2,119
여성,40대,51.7,초보자,근비대,바벨 로우,10.0,12,3,86
남성,10대,89.0,초보자,다이어트,인클라인 덤벨 프레스,20.0,17,3,35
남성,60대 이상,60.3,중급자,다이어트,인클라인 덤벨 프레스,27.5,15,3,54
남성,40대,82.9,중급자,스트렝스,랫 풀다운 머신,90.0,5,4,177
남성,20대,81.2,중급자,다이어트,숄더 프레스 머신,52.5,16,3,35
여성,60대 이상,51.0,초보자,근비대,바벨 로우,10.0,10,3,84
남성,10대,75.7,초보자,스트렝스,펙덱 플라이 머신,42.5,5,4,157
남성,20대,78.8,초보자,근비대,바벨 로우,25.0,10,3,90
남성,60대 이상,60.7,상급자,다이어트,오버헤드 프레스,42.5,15,3,48
여성,60대 이상,59.3,중급자,재활/건강,루마니안 데드리프트,10.0,18,2,116
남성,20대,76.0,상급자,스트렝스,페이스 풀,82.5,5,4,121
여성,20대,46.7,초보자,스트렝스,레그 프레스 머신,15.0,4,5,123
여성,30대,68.7,초보자,근비대,루마니안 데드리프트,12.5,11,4,76
남성,10대,87.5,초보자,근비대,바벨 스쿼트,25.0,10,4,62
여성,50대,58.9,중급자,다이어트,바벨 스쿼트,17.5,20,3,34
남성,50대,86.5,중급자,재활/건강,사이드 레터럴 레이즈,27.5,17,2,92
여성,20대,57.1,중급자,근비대,시티드 로우 머신,32.5,9,4,81
여성,30대,44.4,상급자,다이어트,루마니안 데드리프트,17.5,16,3,34
여성,30대,54.6,중급자,스트렝스,랫 풀다운 머신,35.0,4,5,156
남성,40대,39.9,초보자,재활/건강,숄더 프레스 머신,7.5,16,3,107
남성,50대,73.1,상급자,다이어트,어시스트 풀업 머신,77.5,17,3,59
남성,50대,75.7,중급자,근비대,시티드 로우 머신,67.5,12,3,77
여성,20대,68.2,초보자,근비대,시티드 로우 머신,20.0,12,4,63
남성,60대 이상,73.7,초보자,재활/건강,체스트 프레스 머신,12.5,17,2,92
남성,50대,49.1,중급자,스트렝스,어시스트 풀업 머신,52.5,3,4,147
남성,60대 이상,81.7,초보자,재활/건강,레그 익스텐션 머신,17.5,17,2,116
여성,30대,58.8,상급자,다이어트,오버헤드 프레스,25.0,16,3,45
남성,60대 이상,82.9,상급자,다이어트,레그 프레스 머신,87.5,18,3,36
여성,40대,52.8,상급자,스트렝스,체스트 프레스 머신,57.5,3,4,153
여성,40대,49.9,초보자,다이어트,체스트 프레스 머신,10.0,18,3,56
남성,30대,79.9,중급자,근비대,사이드 레터럴 레이즈,50.0,9,4,82
남성,30대,75.3,중급자,다이어트,체스트 프레스 머신,55.0,16,3,39
여성,30대,36.4,초보자,근비대,벤치프레스,7.5,11,4,87
남성,30대,85.5,상급자,재활/건강,펙덱 플라이 머신,50.0,16,3,106
여성,20대,57.9,초보자,스트렝스,숄더 프레스 머신,20.0,3,5,128
여성,10대,49.4,상급자,근비대,페이스 풀,30.0,11,4,86
남성,50대,56.8,초보자,근비대,인클라인 덤벨 프레스,17.5,8,4,83
남성,50대,83.3,중급자,근비대,레그 익스텐션 머신,77.5,12,4,69
남성,50대,87.0,초보자,재활/건강,어시스트 풀업 머신,17.5,16,2,92
여성,10대,49.4,초보자,다이어트,페이스 풀,7.5,18,3,60
여성,60대 이상,67.7,초보자,다이어트,페이스 풀,10.0,16,3,31
여성,30대,59.7,상급자,다이어트,루마니안 데드리프트,27.5,15,3,37
여성,20대,57.8,상급자,재활/건강,바벨 로우,15.0,15,3,96
남성,50대,75.5,중급자,근비대,바벨 스쿼트,47.5,11,4,74
남성,60대 이상,82.9,중급자,근비대,인클라인 덤벨 프레스,47.5,9,3,70
남성,30대,77.6,상급자,근비대,어시스트 풀업 머신,110.0,8,3,88
남성,30대,69.4,중급자,재활/건강,어시스트 풀업 머신,25.0,20,3,107
남성,20대,60.7,상급자,스트렝스,오버헤드 프레스,65.0,4,5,178
여성,10대,49.1,중급자,재활/건강,벤치프레스,10.0,16,3,108
남성,50대,63.0,중급자,스트렝스,펙덱 플라이 머신,67.5,4,5,153
여성,10대,60.0,초보자,다이어트,레그 컬 머신,12.5,19,3,38
여성,40대,59.0,초보자,재활/건강,레그 프레스 머신,7.5,20,3,97
남성,40대,71.9,상급자,스트렝스,랫 풀다운 머신,112.5,5,4,135
남성,20대,66.5,초보자,다이어트,루마니안 데드리프트,15.0,15,3,33
남성,50대,56.8,초보자,스트렝스,숄더 프레스 머신,30.0,3,4,155
남성,30대,71.4,초보자,근비대,레그 익스텐션 머신,32.5,8,4,80
남성,30대,73.8,상급자,근비대,오버헤드 프레스,62.5,9,3,82
남성,60대 이상,66.2,초보자,재활/건강,바벨 로우,7.5,17,3,101
남성,30대,65.1,초보자,다이어트,벤치프레스,15.0,17,3,57
여성,60대 이상,53.6,상급자,다이어트,벤치프레스,25.0,18,3,45
여성,30대,50.3,중급자,다이어트,워킹 런지,15.0,20,3,50
여성,10대,49.5,상급자,근비대,인클라인 덤벨 프레스,30.0,11,4,63
남성,30대,79.0,초보자,재활/건강,체스트 프레스 머신,17.5,15,2,101
남성,60대 이상,57.4,중급자,재활/건강,레그 컬 머신,27.5,19,2,117
여성,60대 이상,61.0,중급자,재활/건강,바벨 스쿼트,12.5,16,3,108
여성,60대 이상,49.1,초보자,스트렝스,페이스 풀,10.0,5,4,152
여성,60대 이상,43.4,상급자,다이어트,워킹 런지,17.5,20,3,36
남성,20대,67.4,초보자,근비대,레그 프레스 머신,32.5,9,3,86
남성,20대,73.1,상급자,재활/건강,인클라인 덤벨 프레스,30.0,18,2,116
남성,20대,82.4,상급자,근비대,사이드 레터럴 레이즈,70.0,8,3,60
남성,10대,62.5,초보자,스트렝스,시티드 로우 머신,32.5,5,4,123
남성,60대 이상,67.0,초보자,재활/건강,워킹 런지,10.0,20,2,96
남성,10대,90.4,초보자,스트렝스,체스트 프레스 머신,47.5,5,4,172
남성,20대,84.5,상급자,재활/건강,페이스 풀,35.0,17,3,99
남성,40대,104.2,중급자,스트렝스,숄더 프레스 머신,117.5,3,5,171
여성,20대,65.4,중급자,다이어트,인클라인 덤벨 프레스,17.5,20,3,32
여성,20대,41.3,초보자,근비대,루마니안 데드리프트,7.5,10,4,88
남성,50대,66.3,중급자,다이어트,바벨 로우,30.0,17,3,52
여성,10대,50.9,중급자,스트렝스,레그 컬 머신,35.0,4,4,145
여성,40대,57.9,초보자,스트렝스,인클라인 덤벨 프레스,12.5,5,4,134
남성,60대 이상,76.5,초보자,근비대,페이스 풀,22.5,12,3,62
여성,60대 이상,45.0,상급자,스트렝스,바벨 스쿼트,32.5,3,5,155
남성,20대,63.3,중급자,근비대,바벨 스쿼트,40.0,10,3,71
여성,50대,55.3,초보자,다이어트,체스트 프레스 머신,10.0,20,3,40
남성,40대,63.4,중급자,스트렝스,바벨 로우,47.5,3,5,144
남성,20대,91.3,상급자,근비대,펙덱 플라이 머신,120.0,12,4,87
여성,30대,54.5,중급자,재활/건강,인클라인 덤벨 프레스,10.0,19,2,91
남성,40대,42.3,상급자,근비대,사이드 레터럴 레이즈,37.5,8,3,65
남성,10대,83.3,상급자,스트렝스,인클라인 덤벨 프레스,92.5,4,5,138
여성,60대 이상,58.7,초보자,근비대,바벨 스쿼트,12.5,8,3,78
여성,50대,50.9,초보자,근비대,루마니안 데드리프트,10.0,11,3,89
여성,60대 이상,51.7,중급자,스트렝스,페이스 풀,22.5,3,4,154
여성,20대,55.4,상급자,스트렝스,어시스트 풀업 머신,60.0,3,5,120
남성,40대,81.5,중급자,재활/건강,레그 컬 머신,32.5,18,3,116
남성,20대,84.2,중급자,스트렝스,오버헤드 프레스,60.0,5,5,146
여성,60대 이상,44.5,중급자,다이어트,벤치프레스,12.5,15,3,30
여성,20대,61.3,초보자,근비대,인클라인 덤벨 프레스,10.0,10,4,72
여성,30대,60.0,중급자,근비대,숄더 프레스 머신,35.0,11,4,73
남성,30대,79.0,중급자,스트렝스,시티드 로우 머신,90.0,4,4,134
남성,40대,94.3,초보자,근비대,레그 익스텐션 머신,42.5,11,3,73
남성,30대,73.4,상급자,근비대,어시스트 풀업 머신,100.0,10,3,84
남성,30대,88.5,초보자,다이어트,랫 풀다운 머신,27.5,17,3,50
남성,30대,76.3,중급자,근비대,숄더 프레스 머신,65.0,10,3,72
여성,10대,64.1,중급자,다이어트,바벨 로우,17.5,17,3,40
남성,50대,96.6,중급자,다이어트,숄더 프레스 머신,60.0,18,3,39
남성,60대 이상,75.6,상급자,근비대,펙덱 플라이 머신,100.0,8,3,66
남성,20대,73.3,상급자,스트렝스,워킹 런지,75.0,3,5,162
남성,30대,52.7,초보자,재활/건강,시티드 로우 머신,10.0,17,2,103
여성,60대 이상,72.3,초보자,스트렝스,바벨 스쿼트,17.5,3,5,138
남성,30대,77.2,초보자,재활/건강,펙덱 플라이 머신,15.0,20,2,116
여성,30대,47.9,상급자,재활/건강,레그 익스텐션 머신,20.0,18,3,90
여성,40대,43.3,초보자,재활/건강,사이드 레터럴 레이즈,2.5,18,3,117
남성,50대,68.1,중급자,근비대,사이드 레터럴 레이즈,42.5,10,4,80
남성,40대,57.3,중급자,재활/건강,랫 풀다운 머신,22.5,15,3,98
여성,10대,43.7,상급자,근비대,벤치프레스,27.5,11,3,67
남성,40대,73.7,초보자,다이어트,시티드 로우 머신,25.0,20,3,40
여성,50대,74.9,중급자,재활/건강,벤치프레스,10.0,16,3,119
남성,50대,86.2,초보자,다이어트,벤치프레스,17.5,16,3,47
남성,30대,92.6,초보자,재활/건강,랫 풀다운 머신,20.0,16,2,106
여성,20대,55.2,상급자,스트렝스,펙덱 플라이 머신,60.0,5,5,162
여성,30대,50.7,상급자,스트렝스,레그 익스텐션 머신,57.5,3,4,156
남성,40대,81.9,초보자,스트렝스,벤치프레스,30.0,5,5,140
여성,40대,65.0,초보자,다이어트,워킹 런지,7.5,15,3,60
여성,40대,61.4,상급자,재활/건강,바벨 스쿼트,15.0,16,2,98
남성,50대,81.3,상급자,스트렝스,오버헤드 프레스,82.5,4,5,120
남성,30대,69.0,중급자,근비대,오버헤드 프레스,42.5,9,3,61
남성,40대,74.3,상급자,다이어트,워킹 런지,50.0,16,3,47
남성,10대,90.9,상급자,스트렝스,랫 풀다운 머신,140.0,4,5,166
남성,40대,80.3,중급자,스트렝스,펙덱 플라이 머신,90.0,4,5,164
여성,20대,45.9,초보자,재활/건강,바벨 스쿼트,5.0,17,2,120
남성,10대,87.8,중급자,다이어트,루마니안 데드리프트,40.0,15,3,41
남성,60대 이상,70.6,상급자,스트렝스,랫 풀다운 머신,117.5,4,4,150
남성,20대,87.5,상급자,스트렝스,인클라인 덤벨 프레스,90.0,4,5,176
여성,60대 이상,55.7,상급자,스트렝스,레그 컬 머신,62.5,5,4,155
여성,60대 이상,38.3,초보자,근비대,오버헤드 프레스,7.5,12,4,69
여성,60대 이상,51.3,상급자,다이어트,레그 익스텐션 머신,32.5,20,3,53
여성,50대,43.7,상급자,재활/건강,루마니안 데드리프트,12.5,17,3,103
남성,50대,73.2,초보자,다이어트,체스트 프레스 머신,22.5,17,3,41
여성,60대 이상,59.7,상급자,재활/건강,오버헤드 프레스,15.0,20,3,94
남성,40대,76.5,초보자,근비대,레그 익스텐션 머신,35.0,10,4,62
여성,10대,49.8,중급자,스트렝스,어시스트 풀업 머신,35.0,4,4,136
여성,50대,51.8,초보자,근비대,레그 익스텐션 머신,15.0,12,4,86
여성,50대,58.3,초보자,스트렝스,바벨 로우,12.5,5,5,143
여성,50대,54.6,상급자,스트렝스,랫 풀다운 머신,60.0,4,5,173
여성,60대 이상,57.5,상급자,재활/건강,시티드 로우 머신,22.5,16,3,110
남성,40대,69.0,상급자,스트렝스,바벨 로우,75.0,3,5,120
남성,50대,63.9,초보자,근비대,시티드 로우 머신,30.0,12,4,80
여성,40대,50.5,초보자,재활/건강,펙덱 플라이 머신,7.5,19,3,102
여성,30대,49.4,중급자,근비대,랫 풀다운 머신,27.5,12,3,87
여성,10대,48.7,초보자,근비대,벤치프레스,10.0,8,3,75
여성,60대 이상,64.9,중급자,다이어트,벤치프레스,17.5,16,3,48
남성,30대,77.6,상급자,재활/건강,페이스 풀,32.5,18,3,115
여성,60대 이상,46.7,초보자,재활/건강,숄더 프레스 머신,5.0,18,2,91
남성,50대,80.5,중급자,근비대,사이드 레터럴 레이즈,52.5,8,3,70
여성,10대,49.8,중급자,다이어트,페이스 풀,15.0,16,3,38
여성,20대,58.8,상급자,다이어트,레그 익스텐션 머신,37.5,20,3,51
남성,30대,75.9,초보자,재활/건강,바벨 스쿼트,10.0,16,3,104
남성,10대,69.0,초보자,다이어트,어시스트 풀업 머신,22.5,20,3,48
여성,20대,51.2,초보자,다이어트,인클라인 덤벨 프레스,7.5,19,3,36
남성,10대,82.3,중급자,근비대,인클라인 덤벨 프레스,47.5,9,4,84
남성,10대,62.2,중급자,재활/건강,펙덱 플라이 머신,30.0,20,2,117
남성,40대,82.5,중급자,스트렝스,오버헤드 프레스,57.5,4,4,151
남성,60대 이상,68.4,상급자,다이어트,시티드 로우 머신,75.0,20,3,56
남성,40대,82.6,중급자,근비대,루마니안 데드리프트,52.5,10,4,84
남성,40대,85.5,상급자,근비대,벤치프레스,80.0,11,3,60
여성,20대,58.6,상급자,다이어트,어시스트 풀업 머신,40.0,20,3,34
남성,30대,67.2,초보자,재활/건강,레그 익스텐션 머신,12.5,19,3,93
여성,30대,54.8,상급자,근비대,펙덱 플라이 머신,52.5,8,4,65
여성,50대,39.2,중급자,다이어트,어시스트 풀업 머신,15.0,19,3,51
남성,20대,60.5,상급자,다이어트,사이드 레터럴 레이즈,40.0,19,3,31
여성,60대 이상,72.2,상급자,근비대,체스트 프레스 머신,65.0,10,3,72
여성,10대,54.3,중급자,재활/건강,레그 익스텐션 머신,12.5,16,2,95
여성,60대 이상,45.0,중급자,다이어트,오버헤드 프레스,12.5,17,3,47
남성,30대,57.7,중급자,근비대,바벨 스쿼트,35.0,9,4,62
남성,30대,84.3,상급자,근비대,루마니안 데드리프트,75.0,12,3,79
여성,50대,54.6,상급자,재활/건강,페이스 풀,15.0,18,2,107
남성,30대,75.0,상급자,스트렝스,루마니안 데드리프트,85.0,5,5,135
남성,40대,60.8,상급자,근비대,워킹 런지,57.5,9,4,88
남성,30대,87.4,중급자,근비대,사이드 레터럴 레이즈,52.5,11,4,80
남성,60대 이상,78.5,중급자,스트렝스,어시스트 풀업 머신,82.5,5,5,132
남성,60대 이상,87.7,초보자,스트렝스,레그 익스텐션 머신,45.0,4,5,141
남성,60대 이상,81.4,상급자,다이어트,숄더 프레스 머신,82.5,17,3,42
남성,20대,89.6,상급자,재활/건강,페이스 풀,37.5,18,3,102
여성,20대,49.6,상급자,근비대,바벨 스쿼트,32.5,9,4,82
남성,40대,84.1,초보자,재활/건강,벤치프레스,12.5,17,3,118
여성,40대,46.5,상급자,스트렝스,인클라인 덤벨 프레스,32.5,3,5,121
남성,40대,71.9,중급자,근비대,사이드 레터럴 레이즈,42.5,8,4,86
여성,40대,57.3,중급자,근비대,레그 프레스 머신,35.0,11,3,85
여성,30대,48.3,중급자,스트렝스,오버헤드 프레스,22.5,5,4,161
남성,10대,71.7,초보자,근비대,워킹 런지,20.0,8,3,86
남성,30대,60.8,상급자,재활/건강,바벨 스쿼트,27.5,16,2,97
여성,30대,50.1,상급자,재활/건강,펙덱 플라이 머신,17.5,17,3,100
